empty,name,showed_name,episode,episode_title,album,track,title,time,timing,scene,theme,other
,Mando2,Season 2,1,Chapter 9: The Marshal,未,,　,　,0:36:01,巨大クレイト･ドラゴンの巣へ向かうディンら,･マンダロリアン,
,Mando2,Season 2,1,Chapter 9: The Marshal,S1-2,7,Celebration,2:02~3:13,0:38:14,地雷を埋めてクレイト･ドラゴン撃退への準備をするモス･ペルゴの住民とタスケン,"･クイル\n
･ディン･ジャリン",本編だと曲の終わりが異なる
,Mando2,Season 2,1,Chapter 9: The Marshal,未,,　,　,0:40:06,巨大クレイト･ドラゴンを撃退するディンら,･ディン･ジャリン,"曲間無し(A)\n
本編だと｢The Next Journey｣の終わりが異なる"
,Mando2,Season 2,1,Chapter 9: The Marshal,S1-2,8,The Next Journey,~1:16,0:47:47,"コブからマンダロリアンアーマーを受け取るディン\n
スピーダーで去るディンを見つめるボバ",･ディン･ジャリン,曲間無し(B)
,Mando2,Season 2,1,Chapter 9: The Marshal,S1-1,9,The Mandalorian,0:46~,0:49:16,エンド･クレジット,･ディン･ジャリン,
,Mando2,Season 2,2,Chapter 10: The Passenger,未,,　,　,0:00:05,あらすじ,"･IG-11\n
･ディン・ジャリン","以下に近い曲を含む\n
S1-8-5｢Nurse and Protect｣(0:26~0:46)\n
S1-2-6｢The Mudhorn｣(0:31~0:39)\n
S1-3-7｢I Need One of Those｣(1:13~)"
,Mando2,Season 2,2,Chapter 10: The Passenger,未,,　,　,0:01:30,ロゴ,,
,Mando2,Season 2,2,Chapter 10: The Passenger,S2-1,5,Get the Child,~0:53,0:02:42,グローグーを狙うならず者らに襲われるディン,,本編だと曲の終わりが長尺
,Mando2,Season 2,2,Chapter 10: The Passenger,S2-1,5,Get the Child,0:55~,0:04:58,モス･アイズリーへ戻るディン,･ディン・ジャリン,
,Mando2,Season 2,2,Chapter 10: The Passenger,未,,　,　,0:05:59,チャルマンの酒場にて流れているBGM,,
,Mando2,Season 2,2,Chapter 10: The Passenger,未,,　,　,0:08:48,ディンの前に姿を表すフロッグ･レディ,,
,Mando2,Season 2,2,Chapter 10: The Passenger,未,,　,　,0:09:42,フロッグ･レディの卵を見つめるグローグー,･卵,
,Mando2,Season 2,2,Chapter 10: The Passenger,未,,　,　,0:10:45,卵に近づくグローグー,"･卵\n
･陽気なチャイルド",
,Mando2,Season 2,2,Chapter 10: The Passenger,未,,　,　,0:11:48,卵を食べるグローグーを発見するディン,･卵,
,Mando2,Season 2,2,Chapter 10: The Passenger,S2-1,6,Beneath the Ice,~1:08,0:17:17,"気絶から目覚めるディン
グローグーと卵を探すディン",,
,Mando2,Season 2,2,Chapter 10: The Passenger,S2-1,6,Beneath the Ice,1:31~,0:18:46,"フロッグ･レディに一旦寝るよう伝えるディン\n
Q9の発声装置を通してディンを説得するフロッグ･レディ\n
＜レイザークレスト＞の損傷具合を確認するディン","･陽気なチャイルド\n
･ディン･ジャリン",
,Mando2,Season 2,2,Chapter 10: The Passenger,未,,　,　,0:23:26,洞窟へ続く足跡を辿るディン,,
,Mando2,Season 2,2,Chapter 10: The Passenger,S2-1,7,Snacks,　,0:25:19,"蜘蛛の卵を食べるグローグー\n
孵化してディンらを襲う蜘蛛ら",･陽気なチャイルド,曲間無し(A)
,Mando2,Season 2,2,Chapter 10: The Passenger,未,,　,　,0:28:05,蜘蛛に追われるディンら,･ディン・ジャリン,曲間無し(B)
,Mando2,Season 2,2,Chapter 10: The Passenger,未,,　,　,0:32:30,＜レイザークレスト＞に貼り付く蜘蛛を撃退するカーソンとトラッパー,･レジスタンス,
,Mando2,Season 2,2,Chapter 10: The Passenger,未,,　,　,0:34:56,＜レイザークレスト＞を修理するディン,･ディン･ジャリン,
,Mando2,Season 2,2,Chapter 10: The Passenger,S1-5,8,Farewell,"0:08~0:35\n
1:09~1:44",0:35:46,マルド･クレイスを飛び立つ＜レイザークレスト＞,"･チャイルド\n
･ディン･ジャリン\n
･陽気なチャイルド",
,Mando2,Season 2,2,Chapter 10: The Passenger,S1-1,9,The Mandalorian,　,0:36:57,エンド･クレジット,･ディン･ジャリン,
,Mando2,Season 2,3,Chapter 11: The Heiress,未,,　,　,0:00:05,あらすじ,,"以下に近い曲を含む\n
S1-1-1｢Hey Mando!｣(1:00~1:09)"
,Mando2,Season 2,3,Chapter 11: The Heiress,未,,　,　,0:01:22,ロゴ,,
,Mando2,Season 2,3,Chapter 11: The Heiress,S1-2,3,Trashed Crest,~1:08,0:01:39,トラスクに近づく＜レイザークレスト＞,･ディン･ジャリン,
,Mando2,Season 2,3,Chapter 11: The Heiress,未,,　,　,0:02:47,トラスクの港へ急降下する＜レイザークレスト＞,･潜入作戦,
,Mando2,Season 2,3,Chapter 11: The Heiress,S1-1,1,Hey Mando!,1:41~1:53,0:04:16,海から引き上げられる＜レイザークレスト＞,･ディン・ジャリン,
,Mando2,Season 2,3,Chapter 11: The Heiress,S2-1,8,Reunited,　,0:05:33,フロッグ･マンと再開するフロッグ･レディ,,曲間無し(A)
,Mando2,Season 2,3,Chapter 11: The Heiress,未,,　,　,0:07:14,"マンダロリアンの居場所を店主に尋ねるディン\n
クオレンの漁船に乗るディン",･ディン･ジャリン,曲間無し(B)
,Mando2,Season 2,3,Chapter 11: The Heiress,S2-1,9,"Ship o hoj, Mandalorians!",~1:40,0:10:15,"クオレンの漁師らに襲われるディン\n
ディンをクオレンらから救い出すボ=カターンら","･クオレン\n
･ボ=カターン",
,Mando2,Season 2,3,Chapter 11: The Heiress,S2-1,9,"Ship o hoj, Mandalorians!",1:40~3:10,0:12:23,ヘルメットを脱ぐボ=カターン,"･ボ=カターン\n
･ディン･ジャリン",
,Mando2,Season 2,3,Chapter 11: The Heiress,未,,　,　,0:14:11,デインとグローグーをクオレンらから救い出すボ=カターンら,"･クオレン\n
･ボ=カターン",
,Mando2,Season 2,3,Chapter 11: The Heiress,未,,　,　,0:15:50,マンダロア奪還の計画をディンに話すボ=カターン,,
,Mando2,Season 2,3,Chapter 11: The Heiress,S2-1,9,"Ship o hoj, Mandalorians!",3:10~,0:16:43,"ゴザンティ級を急襲する計画についてディンに話すボ=カターンら\n
フロッグ･レディらにグローグーを預けるディン\n
ゴザンティ級を襲撃するボ=カターンら","･ボ=カターン\n
･陽気なチャイルド",
,Mando2,Season 2,3,Chapter 11: The Heiress,未,,　,　,0:21:54,ボ=カターンらを貨物制御区域に閉じ込めたと報告する帝国軍士官,,
,Mando2,Season 2,3,Chapter 11: The Heiress,未,,　,　,0:22:28,計画変更について議論するディンとボ=カターン,"･ボ=カターン\n
･ディン･ジャリン",曲間無し(A)
,Mando2,Season 2,3,Chapter 11: The Heiress,S2-1,10,Long Live the Empire,　,0:24:00,"ギデオンに連絡を取る帝国軍キャプテン\n
操縦室へ向かうディンら\n
アソーカの名前と居場所をディンに伝えるボ=カターン\n
ゴザンティ級から飛び去るディン","･ギデオン\n
･ディン･ジャリン",曲間無し(B)
,Mando2,Season 2,3,Chapter 11: The Heiress,未,,　,　,0:27:55,グローグーを引き取りに来るディン,"･陽気なチャイルド\n
･卵",
,Mando2,Season 2,3,Chapter 11: The Heiress,未,,　,　,0:29:33,海洋生物に襲われかけるグローグー,･クオレン,曲間無し(A)
,Mando2,Season 2,3,Chapter 11: The Heiress,S1-7,8,The Mandalorian,~0:23,0:30:00,トラスクを去る＜レイザークレスト＞,･ディン･ジャリン,曲間無し(B)
,Mando2,Season 2,3,Chapter 11: The Heiress,S1-1,9,The Mandalorian,2:09~,0:30:27,エンド･クレジット,･ディン･ジャリン,
,Mando2,Season 2,4,Chapter 12: The Siege,未,,　,　,0:00:05,あらすじ,･ディン･ジャリン,"以下に近い曲を含む\n
S1-1-2｢Face to Face｣(3:21~3:35)"
,Mando2,Season 2,4,Chapter 12: The Siege,未,,　,　,0:01:19,ロゴ,,
,Mando2,Season 2,4,Chapter 12: The Siege,未,,　,　,0:03:07,"水分補給するディン\n
アクアリッシュを撃退するキャラ\n
ネヴァロへ向かう＜レイザークレスト＞",･ディン･ジャリン,曲間無し(A)
,Mando2,Season 2,4,Chapter 12: The Siege,S2-1,11,Back Together,~1:22,0:06:39,キャラとグリーフと再会するディン,"･ディン・ジャリン\n
･陽気なチャイルド\n
･卵",曲間無し(B)
,Mando2,Season 2,4,Chapter 12: The Siege,未,,　,　,0:08:02,ネヴァロの街路で流れているBGM,,
,Mando2,Season 2,4,Chapter 12: The Siege,未,,　,　,0:08:40,ネヴァロの学校に驚くディン,･ディン･ジャリン,曲間無し(A)
,Mando2,Season 2,4,Chapter 12: The Siege,S2-1,11,Back Together,1:22~,0:09:52,生徒の菓子を横取りするグローグー,,曲間無し(B)
,Mando2,Season 2,4,Chapter 12: The Siege,未,,　,　,0:11:39,"ネヴァロの帝国基地の破壊をディンに依頼するグリーフら\n
ネヴァロの帝国基地へ向かうディンら",･クライアント,
,Mando2,Season 2,4,Chapter 12: The Siege,未,,　,　,0:14:50,"溶鉱炉へ向かうディンら
冷却水の水を抜くミスロル",･ディン･ジャリン,"曲間無し(A)\n
｢Experiment｣は1:44~1:47付近が本編だとカット"
,Mando2,Season 2,4,Chapter 12: The Siege,S2-1,12,Experiment,　,0:19:03,"パーシングのホログラムを見るディンら\n
ネヴァロの帝国基地を脱出するディン\n
トレクスラー･マローダーで帝国基地を脱出するキャラら","･ディン･ジャリン\n
･クライアント\n
･ギデオン\n
･マンダロリアン",曲間無し(B)
,Mando2,Season 2,4,Chapter 12: The Siege,未,,　,　,0:24:28,トレクスラー･マローダーをスピーダーで追跡するスカウト･トルーパー,,
,Mando2,Season 2,4,Chapter 12: The Siege,未,,　,　,0:26:42,"トレクスラー･マローダーを追跡するTIEファイター\n
TIEファイターを撃ち落とす＜レイザークレスト＞",･マンダロリアン,
,Mando2,Season 2,4,Chapter 12: The Siege,未,,　,　,0:29:44,"ネヴァロを去る＜レイザークレスト＞\n
帝国基地や＜レイザークレスト＞についてグリーフに尋ねるカーソン",･ディン・ジャリン,
,Mando2,Season 2,4,Chapter 12: The Siege,S2-1,13,Quite a Soldier,　,0:31:48,"キャラに新共和国軍への入隊を持ちかけるカーソン\n
＜レイザークレスト＞発見の連絡を受けるギデオン","･レジスタンス\n
･ギデオン",
,Mando2,Season 2,4,Chapter 12: The Siege,S1-1,9,The Mandalorian,2:09~,0:34:30,エンド･クレジット,･ディン･ジャリン,
,Mando2,Season 2,5,Chapter 13: The Jedi,未,,　,　,0:00:05,あらすじ,"･ディン・ジャリン\n
･ボ=カターン","以下に近い曲を含む\n
S1-7-5｢Black Skies｣(2:37~2:48)\n
S1-1-1｢Hey Mando!｣(~0:16)\n
S2-1-10｢Long Live the Empire｣(1:45~1:58)\n
S2-1-9｢Ship o hoj, Mandalorians!｣(5:215:37)"
,Mando2,Season 2,5,Chapter 13: The Jedi,未,,　,　,0:01:35,ロゴ,,
,Mando2,Season 2,5,Chapter 13: The Jedi,S2-2,1,The Sorcerer,~1:31,0:02:25,モーガンの傭兵を倒すアソーカ,,
,Mando2,Season 2,5,Chapter 13: The Jedi,S2-2,1,The Sorcerer,1:31~,0:04:01,モーガンらの前に姿を現すアソーカ,"･アソーカ\n
･ディン･ジャリン",
,Mando2,Season 2,5,Chapter 13: The Jedi,未,,　,　,0:06:07,"操縦レバーの先端を取ろうとするグローグー\n
コルヴァスに到着する＜レイザークレスト＞",,
,Mando2,Season 2,5,Chapter 13: The Jedi,未,,　,　,0:08:26,カロダンへ向かうディン,･ディン･ジャリン,
,Mando2,Season 2,5,Chapter 13: The Jedi,未,,　,　,0:10:22,モーガンに呼ばれるディン,,
,Mando2,Season 2,5,Chapter 13: The Jedi,未,,　,　,0:12:16,ラングと共にカロダンの門前まで向かうディン,,
,Mando2,Season 2,5,Chapter 13: The Jedi,未,,　,　,0:14:41,コルヴァスの森林へ向かうディン,,
,Mando2,Season 2,5,Chapter 13: The Jedi,未,,　,　,0:15:18,"アソーカを探すディン\n
アソーカと対面するディン",･ディン･ジャリン,
,Mando2,Season 2,5,Chapter 13: The Jedi,S2-2,2,The Story,~3:31,0:17:54,グローグーの名前をディンに伝えるアソーカ,"･ディン･ジャリン\n
･ヨーダ\n
･チャイルド",
,Mando2,Season 2,5,Chapter 13: The Jedi,S2-2,2,The Story,3:31~,0:24:26,"グローグーに玉を取るよう伝えるディン\n
モーガンから依頼を受けたことをアソーカに伝えるディン","･チャイルド\n
･ディン･ジャリン",
,Mando2,Season 2,5,Chapter 13: The Jedi,S2-2,3,A Mandalorian and a Jedi,~1:00,0:27:42,モーガンの傭兵らを襲うアソーカ,,
,Mando2,Season 2,5,Chapter 13: The Jedi,S2-2,3,A Mandalorian and a Jedi,1:00~,0:29:14,カロダン内でモーガンらの前に姿を現すアソーカ,･アソーカ,曲間無し(A)
,Mando2,Season 2,5,Chapter 13: The Jedi,未,,　,　,0:30:07,"モーガンの傭兵らと闘うアソーカ\n
囚人を救うディン",･ディン･ジャリン,曲間無し(B)
,Mando2,Season 2,5,Chapter 13: The Jedi,S2-2,4,Ahsoka Lives,~1:32,0:38:13,ディンにベスカー製の槍を手渡すアソーカ,･ディン･ジャリン,
,Mando2,Season 2,5,Chapter 13: The Jedi,S2-2,4,Ahsoka Lives,1:32~,0:40:04,ディンらと別れるアソーカ,･アソーカ,曲の終わりが若干異なる
,Mando2,Season 2,5,Chapter 13: The Jedi,S1-1,9,The Mandalorian,2:09~,0:42:10,エンド･クレジット,･ディン・ジャリン,
,Mando2,Season 2,6,Chapter 14: The Tragedy,未,,　,　,0:00:05,あらすじ,"･フェネック･シャンド\n
･チャイルド","以下に近い曲を含む\n
S1-5-9｢Farewell｣(1:51~, ~0:34)\n
S2-1-13｢Quite a Soldier｣(1:14~1:39)"
,Mando2,Season 2,6,Chapter 14: The Tragedy,未,,　,　,0:01:40,ロゴ,,
,Mando2,Season 2,6,Chapter 14: The Tragedy,S2-2,5,The Seeing Stone,　,0:03:16,タイソンの寺院跡地に降り立つディンとグローグー,"･マンドーとチャイルド\n
･ディン･ジャリン",
,Mando2,Season 2,6,Chapter 14: The Tragedy,未,,　,　,0:05:27,知見の石に近づくディンとグローグー,･ディン・ジャリン,
,Mando2,Season 2,6,Chapter 14: The Tragedy,未,,　,　,0:07:23,タイソンに到着する＜スレーヴⅠ＞,･ボバ,
,Mando2,Season 2,6,Chapter 14: The Tragedy,未,,　,　,0:08:50,ディンにアーマーを返すよう求めるボバ,･ボバ,
,Mando2,Season 2,6,Chapter 14: The Tragedy,S2-2,6,Capture the Flag,~2:09,0:12:23,"タイソンに降り立つ帝国軍輸送船\n
グローグーを連れ帰ろうとするディン\n
ストームトルーパーを迎え撃つボバとフェネック",･ボバ,曲間無し(A)
,Mando2,Season 2,6,Chapter 14: The Tragedy,未,,　,　,0:14:30,ストームトルーパーと交戦するフェネック,,曲間無し(B)
,Mando2,Season 2,6,Chapter 14: The Tragedy,S2-2,6,Capture the Flag,2:09~2:48,0:15:39,"岩を転がしてストームトルーパーに応戦するフェネック\n
ストームトルーパーのコマンダーを倒すボバ","･ディン・ジャリン\n
･ボバ",曲間無し(C)
,Mando2,Season 2,6,Chapter 14: The Tragedy,未,,　,　,0:16:21,ストームトルーパーの援軍を確認するフェネック,,曲間無し(D)
,Mando2,Season 2,6,Chapter 14: The Tragedy,S2-2,6,Capture the Flag,2:48~4:22,0:17:00,"気絶から目覚めるディン\n
ストームトルーパーと交戦するディンとフェネック",･ディン･ジャリン,曲間無し(E)
,Mando2,Season 2,6,Chapter 14: The Tragedy,S2-2,6,Capture the Flag,4:22~,0:18:36,ストームトルーパーと交戦するボバ,･ボバ,
,Mando2,Season 2,6,Chapter 14: The Tragedy,未,,　,　,0:20:06,"燃え上がる＜レイザークレスト＞\n
ダーク･トルーパーの出動を要請するギデオン\n
グローグーを連れ去るダーク･トルーパー\n
軽クルーザーを確認するボバ","･ギデオン\n
･ダーク･トルーパー\n
･ボバ",曲間無し(A)
,Mando2,Season 2,6,Chapter 14: The Tragedy,S2-2,7,The Armor,　,0:23:06,"グローグーの救出を手伝うとディンに告げるボバ\n
ネヴァロに降り立つ＜スレーヴⅠ＞","･ディン・ジャリン\n
･ボバ",曲間無し(B)
,Mando2,Season 2,6,Chapter 14: The Tragedy,未,,　,　,0:25:56,"メイフェルドの経歴を読み上げるキャラ\n
グローグーにダークセーバーを見せるギデオン","･ギデオン\n
･チャイルド",
,Mando2,Season 2,6,Chapter 14: The Tragedy,S1-1,9,The Mandalorian,2:09~,0:29:06,エンド･クレジット,･ディン・ジャリン,
,Mando2,Season 2,7,Chapter 15: The Believer,未,,　,　,0:00:05,あらすじ,,"以下に近い曲を含む\n
S2-2-7｢The Armor｣(~0:19)\n
S2-2-6｢Capture the Flag｣(0:50~1:08, 2:08~2:25)"
,Mando2,Season 2,7,Chapter 15: The Believer,未,,　,　,0:01:16,ロゴ,,
,Mando2,Season 2,7,Chapter 15: The Believer,未,,　,　,0:01:31,ディンと再会するメイフェルド,･ディン･ジャリン,
,Mando2,Season 2,7,Chapter 15: The Believer,未,,　,　,0:05:22,モラックへ向かう＜スレーヴⅠ＞,,
,Mando2,Season 2,7,Chapter 15: The Believer,未,,　,　,0:06:26,精製所への侵入方法を検討するディンら,,
,Mando2,Season 2,7,Chapter 15: The Believer,S2-2,8,Invaders on Their Land,　,0:09:39,ジャガーノートに乗り精製所へ向かうディンとメイフェルド,･マンドーとメイフェルド,
,Mando2,Season 2,7,Chapter 15: The Believer,未,,　,　,0:13:37,奇襲する海賊らに応戦するディン,,
,Mando2,Season 2,7,Chapter 15: The Believer,未,,　,　,0:15:29,"海賊と闘うディン\n
精製所へ到着するジャガーノート\n
精製所で帝国軍に迎え入れられるディンとメイフェルド",･ディン･ジャリン,
,Mando2,Season 2,7,Chapter 15: The Believer,S2-2,9,Brown Eyes,~2:00,0:21:19,ギデオンの軽クルーザーの所在地を突き止めるディン,,
,Mando2,Season 2,7,Chapter 15: The Believer,S2-2,9,Brown Eyes,2:00~,0:23:42,ヴァリンに飲みに誘われるディンとメイフェルド,,
,Mando2,Season 2,7,Chapter 15: The Believer,未,,　,　,0:25:03,シンダー作戦についてヴァリンと話すメイフェルド,,
,Mando2,Season 2,7,Chapter 15: The Believer,未,,　,　,0:27:51,精製所から脱出するディンとメイフェルド,"･マンドーとメイフェルド\n
･ディン･ジャリン\n
･ボバ",
,Mando2,Season 2,7,Chapter 15: The Believer,S2-2,10,Rest in Peace,　,0:31:09,"メイフェルドを見逃すディンとキャラ\n
ギデオンに宣戦布告するディン",･ディン･ジャリン,
,Mando2,Season 2,7,Chapter 15: The Believer,S1-1,9,The Mandalorian,2:09~,0:33:39,エンド･クレジット,･ディン･ジャリン,
,Mando2,Season 2,8,Chapter 16:  The Rescue,未,,　,　,0:00:05,あらすじ,,
,Mando2,Season 2,8,Chapter 16:  The Rescue,未,,　,　,0:01:17,ロゴ,,
,Mando2,Season 2,8,Chapter 16:  The Rescue,S1-5,1,Warm or Cold,0:05~0:40,0:01:33,ラムダ級シャトルを追う＜スレーヴⅠ＞,･ディン･ジャリン,曲間無し(A)
,Mando2,Season 2,8,Chapter 16:  The Rescue,未,,　,　,0:02:12,ラムダ級シャトルに乗り込むディンとキャラ,･ディン･ジャリン,曲間無し(B)
,Mando2,Season 2,8,Chapter 16:  The Rescue,未,,　,　,0:05:06,"酒場でボ=カターンらと会うディンとボバ\n
ギデオンの軽クルーザーに乗り込む計画を立てるボ=カターンら","･ディン･ジャリン\n
･ボ=カターン\n
･クライアント",
,Mando2,Season 2,8,Chapter 16:  The Rescue,未,,　,　,0:10:29,軽クルーザーへ乗り込むディンらの乗ったラムダ級シャトル,･ギデオン,
,Mando2,Season 2,8,Chapter 16:  The Rescue,S2-2,11,Activated,~0:42,0:13:29,ラムダ級シャトルを降りてストームトルーパーと交戦するキャラら,･ダーク･トルーパー,
,Mando2,Season 2,8,Chapter 16:  The Rescue,未,,　,　,0:14:10,ラムダ級シャトルを降りるディン,･ディン･ジャリン,曲間無し(A)
,Mando2,Season 2,8,Chapter 16:  The Rescue,S2-2,11,Activated,1:08~,0:14:34,"ストームトルーパーと交戦するキャラら\n
ダーク･トルーパーと交戦するディン","･ディン・ジャリン\n
･ディン･ジャリン",曲間無し(B)
,Mando2,Season 2,8,Chapter 16:  The Rescue,未,,　,　,0:19:49,"ブリッジを制圧するキャラら\n
ギデオンと対面するディン","･ディン･ジャリン\n
･ギデオン",曲間無し(A)
,Mando2,Season 2,8,Chapter 16:  The Rescue,S2-2,12,The Sword,　,0:23:12,"ギデオンによるダークセーバーの攻撃に,槍で対抗するディン\n
捕らえたギデオンをブリッジまで連れてくるディン","･ギデオン\n
･ディン･ジャリン",曲間無し(B)
,Mando2,Season 2,8,Chapter 16:  The Rescue,S2-2,13,Troopers,　,0:26:11,軽クルーザーに戻るダーク･トルーパー,"･ダーク･トルーパー\n
･ディン･ジャリン",曲間無し(C)
,Mando2,Season 2,8,Chapter 16:  The Rescue,未,,　,　,0:28:48,扉を打ち破ろうとするダーク･トルーパー,,
,Mando2,Season 2,8,Chapter 16:  The Rescue,S2-2,14,A Friend,　,0:30:32,ダーク･トルーパーと交戦するルーク,･ダーク･トルーパー,
,Mando2,Season 2,8,Chapter 16:  The Rescue,S2-2,15,Open the Door,~1:55,0:34:21,ディンに顔を見せるルーク,･フォース,
,Mando2,Season 2,8,Chapter 16:  The Rescue,S2-2,15,Open the Door,1:55~,0:36:03,グローグーと別れるディン,"･マンドーとチャイルド\n
･ディン･ジャリン",
,Mando2,Season 2,8,Chapter 16:  The Rescue,S2-2,16,Come with Me,　,0:38:59,エンド･クレジット,･ディン･ジャリン,曲間無し
,Mando2,Season 2,8,Chapter 16:  The Rescue,未,,　,　,0:41:35,ビブを殺すボバ,･ボバ,
